歌手：DDBY,所属专辑：荒野の旅人 大空魔術 ～ Magical Astronomy,衛星カフェテラス,499793640,26,[]
歌手：Attrielectrock,所属专辑：紫丁香花,アトモスフィア,478686450,4,[]
歌手：ついったー東方部,所属专辑：STELLA BY SATELLITE,衛星カフェテラス,437802220,7,[]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,prologue,41630890,14,[22]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,悪夢,41630891,13,[39, 32]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,死にたい…,41630892,17,[30, 28, 24, 23]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,異変,41630893,12,[12]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,突然,41630894,14,[10]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,助けて…,41630895,12,[]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,宣告,41630896,7,[12, 11, 11]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,ふしぎ工房,41630897,6,[]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,絶望,41630898,14,[]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,葬式,41630899,8,[]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,頑張らなくていい…,41630900,7,[]
歌手：置鮎龍太郎,所属专辑：続・ふしぎ工房症候群 EPISODE 1「鬱の行方」,epilogue,41630901,4,[]
歌手：小西克幸,所属专辑：続・ふしぎ工房症候群 EPISODE 2「もう誰も愛せない」,所詮,29408716,47,[24]
歌手：小西克幸,所属专辑：続・ふしぎ工房症候群 EPISODE 2「もう誰も愛せない」,恋愛の資格,29408718,60,[67, 31]
歌手：小西克幸,所属专辑：続・ふしぎ工房症候群 EPISODE 2「もう誰も愛せない」,運命,29408719,31,[]
歌手：小西克幸,所属专辑：続・ふしぎ工房症候群 EPISODE 2「もう誰も愛せない」,破局,29408720,20,[]
歌手：小西克幸,所属专辑：続・ふしぎ工房症候群 EPISODE 2「もう誰も愛せない」,恋愛に向いてない…,29408723,22,[]
歌手：小西克幸,所属专辑：続・ふしぎ工房症候群 EPISODE 2「もう誰も愛せない」,老夫婦,29408724,21,[]
歌手：小西克幸,所属专辑：続・ふしぎ工房症候群 EPISODE 2「もう誰も愛せない」,あるがままに,29408725,14,[15]
歌手：小西克幸,所属专辑：続・ふしぎ工房症候群 EPISODE 2「もう誰も愛せない」,epilogue,29408726,15,[]
歌手：神谷浩史,所属专辑：続・ふしぎ工房症候群 EPISODE 4「兄からの手紙」,prologue,39449851,27,[127]
歌手：神谷浩史,所属专辑：続・ふしぎ工房症候群 EPISODE 4「兄からの手紙」,実刑判決,39449852,43,[96, 78, 70, 69, 67, 65, 63, 48]
歌手：神谷浩史,所属专辑：続・ふしぎ工房症候群 EPISODE 4「兄からの手紙」,幼い日の記憶,39449853,53,[72, 61, 53, 52, 46, 44, 43, 33]
